date,Gold Price(24 Karat),Gold Price(22 Karat),Gold Price(18 Karat),Gold Price(14 Karat),Gold Price(10 Karat),,,Gold Price(24 Karat),Gold Price(22 Karat),Gold Price(18 Karat),Gold Price(14 Karat),Gold Price(10 Karat)
1501200000,2618,2400,1963,1527,1091,,,"{date:1501200000,value:2618}","{date:1501200000,value:2400}","{date:1501200000,value:1963}","{date:1501200000,value:1527}","{date:1501200000,value:1091}"
1501632000,2585,2369,1939,1508,1077,,,"{date:1501632000,value:2585}","{date:1501632000,value:2369}","{date:1501632000,value:1939}","{date:1501632000,value:1508}","{date:1501632000,value:1077}"
1501804800,2580,2365,1935,1505,1075,,,"{date:1501804800,value:2580}","{date:1501804800,value:2365}","{date:1501804800,value:1935}","{date:1501804800,value:1505}","{date:1501804800,value:1075}"
1502150400,2585,2370,1939,1508,1077,,,"{date:1502150400,value:2585}","{date:1502150400,value:2370}","{date:1502150400,value:1939}","{date:1502150400,value:1508}","{date:1502150400,value:1077}"
1502323200,2654,2433,1990,1548,1106,,,"{date:1502323200,value:2654}","{date:1502323200,value:2433}","{date:1502323200,value:1990}","{date:1502323200,value:1548}","{date:1502323200,value:1106}"
1502668800,2640,2420,1980,1540,1100,,,"{date:1502668800,value:2640}","{date:1502668800,value:2420}","{date:1502668800,value:1980}","{date:1502668800,value:1540}","{date:1502668800,value:1100}"
1502841600,2642,2422,1982,1541,1101,,,"{date:1502841600,value:2642}","{date:1502841600,value:2422}","{date:1502841600,value:1982}","{date:1502841600,value:1541}","{date:1502841600,value:1101}"
1503014400,2647,2426,1985,1544,1103,,,"{date:1503014400,value:2647}","{date:1503014400,value:2426}","{date:1503014400,value:1985}","{date:1503014400,value:1544}","{date:1503014400,value:1103}"
1503360000,2643,2423,1983,1542,1101,,,"{date:1503360000,value:2643}","{date:1503360000,value:2423}","{date:1503360000,value:1983}","{date:1503360000,value:1542}","{date:1503360000,value:1101}"
1503532800,2649,2429,1987,1545,1104,,,"{date:1503532800,value:2649}","{date:1503532800,value:2429}","{date:1503532800,value:1987}","{date:1503532800,value:1545}","{date:1503532800,value:1104}"
1503878400,2703,2478,2027,1577,1126,,,"{date:1503878400,value:2703}","{date:1503878400,value:2478}","{date:1503878400,value:2027}","{date:1503878400,value:1577}","{date:1503878400,value:1126}"
1504051200,2690,2465,2017,1569,1121,,,"{date:1504051200,value:2690}","{date:1504051200,value:2465}","{date:1504051200,value:2017}","{date:1504051200,value:1569}","{date:1504051200,value:1121}"
1504483200,2744,2515,2058,1601,1143,,,"{date:1504483200,value:2744}","{date:1504483200,value:2515}","{date:1504483200,value:2058}","{date:1504483200,value:1601}","{date:1504483200,value:1143}"
1504656000,2745,2516,2059,1601,1144,,,"{date:1504656000,value:2745}","{date:1504656000,value:2516}","{date:1504656000,value:2059}","{date:1504656000,value:1601}","{date:1504656000,value:1144}"
1504828800,2768,2538,2076,1615,1153,,,"{date:1504828800,value:2768}","{date:1504828800,value:2538}","{date:1504828800,value:2076}","{date:1504828800,value:1615}","{date:1504828800,value:1153}"
1505174400,2739,2510,2054,1598,1141,,,"{date:1505174400,value:2739}","{date:1505174400,value:2510}","{date:1505174400,value:2054}","{date:1505174400,value:1598}","{date:1505174400,value:1141}"
1505347200,2752,2523,2064,1606,1147,,,"{date:1505347200,value:2752}","{date:1505347200,value:2523}","{date:1505347200,value:2064}","{date:1505347200,value:1606}","{date:1505347200,value:1147}"
1505692800,2703,2477,2027,1577,1126,,,"{date:1505692800,value:2703}","{date:1505692800,value:2477}","{date:1505692800,value:2027}","{date:1505692800,value:1577}","{date:1505692800,value:1126}"
1505865600,2685,2461,2014,1566,1119,,,"{date:1505865600,value:2685}","{date:1505865600,value:2461}","{date:1505865600,value:2014}","{date:1505865600,value:1566}","{date:1505865600,value:1119}"
1506038400,2707,2481,2030,1579,1128,,,"{date:1506038400,value:2707}","{date:1506038400,value:2481}","{date:1506038400,value:2030}","{date:1506038400,value:1579}","{date:1506038400,value:1128}"
1506384000,2718,2491,2038,1585,1132,,,"{date:1506384000,value:2718}","{date:1506384000,value:2491}","{date:1506384000,value:2038}","{date:1506384000,value:1585}","{date:1506384000,value:1132}"
1506556800,2705,2480,2029,1578,1127,,,"{date:1506556800,value:2705}","{date:1506556800,value:2480}","{date:1506556800,value:2029}","{date:1506556800,value:1578}","{date:1506556800,value:1127}"
1506988800,2678,2455,2009,1562,1116,,,"{date:1506988800,value:2678}","{date:1506988800,value:2455}","{date:1506988800,value:2009}","{date:1506988800,value:1562}","{date:1506988800,value:1116}"
1507161600,2661,2439,1996,1552,1109,,,"{date:1507161600,value:2661}","{date:1507161600,value:2439}","{date:1507161600,value:1996}","{date:1507161600,value:1552}","{date:1507161600,value:1109}"
1507507200,2699,2474,2024,1575,1125,,,"{date:1507507200,value:2699}","{date:1507507200,value:2474}","{date:1507507200,value:2024}","{date:1507507200,value:1575}","{date:1507507200,value:1125}"
1507680000,2710,2484,2032,1581,1129,,,"{date:1507680000,value:2710}","{date:1507680000,value:2484}","{date:1507680000,value:2032}","{date:1507680000,value:1581}","{date:1507680000,value:1129}"
1507852800,2711,2485,2033,1581,1129,,,"{date:1507852800,value:2711}","{date:1507852800,value:2485}","{date:1507852800,value:2033}","{date:1507852800,value:1581}","{date:1507852800,value:1129}"
1508198400,2685,2461,2014,1566,1119,,,"{date:1508198400,value:2685}","{date:1508198400,value:2461}","{date:1508198400,value:2014}","{date:1508198400,value:1566}","{date:1508198400,value:1119}"
1508371200,2693,2468,2020,1571,1122,,,"{date:1508371200,value:2693}","{date:1508371200,value:2468}","{date:1508371200,value:2020}","{date:1508371200,value:1571}","{date:1508371200,value:1122}"
1508716800,2683,2459,2012,1565,1118,,,"{date:1508716800,value:2683}","{date:1508716800,value:2459}","{date:1508716800,value:2012}","{date:1508716800,value:1565}","{date:1508716800,value:1118}"
1508889600,2668,2445,2001,1556,1112,,,"{date:1508889600,value:2668}","{date:1508889600,value:2445}","{date:1508889600,value:2001}","{date:1508889600,value:1556}","{date:1508889600,value:1112}"
1509062400,2657,2435,1992,1550,1107,,,"{date:1509062400,value:2657}","{date:1509062400,value:2435}","{date:1509062400,value:1992}","{date:1509062400,value:1550}","{date:1509062400,value:1107}"
1509408000,2641,2421,1981,1541,1100,,,"{date:1509408000,value:2641}","{date:1509408000,value:2421}","{date:1509408000,value:1981}","{date:1509408000,value:1541}","{date:1509408000,value:1100}"
1509580800,2650,2429,1988,1546,1104,,,"{date:1509580800,value:2650}","{date:1509580800,value:2429}","{date:1509580800,value:1988}","{date:1509580800,value:1546}","{date:1509580800,value:1104}"
1509926400,2659,2437,1994,1551,1108,,,"{date:1509926400,value:2659}","{date:1509926400,value:2437}","{date:1509926400,value:1994}","{date:1509926400,value:1551}","{date:1509926400,value:1108}"
1510099200,2676,2453,2007,1561,1115,,,"{date:1510099200,value:2676}","{date:1510099200,value:2453}","{date:1510099200,value:2007}","{date:1510099200,value:1561}","{date:1510099200,value:1115}"
1510272000,2681,2458,2011,1564,1117,,,"{date:1510272000,value:2681}","{date:1510272000,value:2458}","{date:1510272000,value:2011}","{date:1510272000,value:1564}","{date:1510272000,value:1117}"
1510617600,2694,2470,2021,1572,1123,,,"{date:1510617600,value:2694}","{date:1510617600,value:2470}","{date:1510617600,value:2021}","{date:1510617600,value:1572}","{date:1510617600,value:1123}"
1510790400,2683,2459,2012,1565,1118,,,"{date:1510790400,value:2683}","{date:1510790400,value:2459}","{date:1510790400,value:2012}","{date:1510790400,value:1565}","{date:1510790400,value:1118}"
1511136000,2675,2452,2006,1560,1115,,,"{date:1511136000,value:2675}","{date:1511136000,value:2452}","{date:1511136000,value:2006}","{date:1511136000,value:1560}","{date:1511136000,value:1115}"
1511308800,2693,2469,2020,1571,1122,,,"{date:1511308800,value:2693}","{date:1511308800,value:2469}","{date:1511308800,value:2020}","{date:1511308800,value:1571}","{date:1511308800,value:1122}"
1511481600,2674,2451,2005,1560,1114,,,"{date:1511481600,value:2674}","{date:1511481600,value:2451}","{date:1511481600,value:2005}","{date:1511481600,value:1560}","{date:1511481600,value:1114}"
1511827200,2682,2458,2011,1564,1117,,,"{date:1511827200,value:2682}","{date:1511827200,value:2458}","{date:1511827200,value:2011}","{date:1511827200,value:1564}","{date:1511827200,value:1117}"
1512000000,2644,2424,1983,1543,1102,,,"{date:1512000000,value:2644}","{date:1512000000,value:2424}","{date:1512000000,value:1983}","{date:1512000000,value:1543}","{date:1512000000,value:1102}"
1512345600,2642,2422,1981,1541,1101,,,"{date:1512345600,value:2642}","{date:1512345600,value:2422}","{date:1512345600,value:1981}","{date:1512345600,value:1541}","{date:1512345600,value:1101}"
1512518400,2622,2404,1967,1530,1093,,,"{date:1512518400,value:2622}","{date:1512518400,value:2404}","{date:1512518400,value:1967}","{date:1512518400,value:1530}","{date:1512518400,value:1093}"
1512691200,2588,2372,1941,1510,1078,,,"{date:1512691200,value:2588}","{date:1512691200,value:2372}","{date:1512691200,value:1941}","{date:1512691200,value:1510}","{date:1512691200,value:1078}"
1513036800,2581,2366,1936,1505,1075,,,"{date:1513036800,value:2581}","{date:1513036800,value:2366}","{date:1513036800,value:1936}","{date:1513036800,value:1505}","{date:1513036800,value:1075}"
1513209600,2591,2375,1943,1511,1080,,,"{date:1513209600,value:2591}","{date:1513209600,value:2375}","{date:1513209600,value:1943}","{date:1513209600,value:1511}","{date:1513209600,value:1080}"
1513555200,2604,2387,1953,1519,1085,,,"{date:1513555200,value:2604}","{date:1513555200,value:2387}","{date:1513555200,value:1953}","{date:1513555200,value:1519}","{date:1513555200,value:1085}"
1513728000,2605,2388,1954,1520,1086,,,"{date:1513728000,value:2605}","{date:1513728000,value:2388}","{date:1513728000,value:1954}","{date:1513728000,value:1520}","{date:1513728000,value:1086}"
1513900800,2625,2407,1969,1532,1094,,,"{date:1513900800,value:2625}","{date:1513900800,value:2407}","{date:1513900800,value:1969}","{date:1513900800,value:1532}","{date:1513900800,value:1094}"
1514246400,2640,2420,1980,1540,1100,,,"{date:1514246400,value:2640}","{date:1514246400,value:2420}","{date:1514246400,value:1980}","{date:1514246400,value:1540}","{date:1514246400,value:1100}"
1514419200,2666,2444,1999,1555,1111,,,"{date:1514419200,value:2666}","{date:1514419200,value:2444}","{date:1514419200,value:1999}","{date:1514419200,value:1555}","{date:1514419200,value:1111}"
